Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Class,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
cy,o_h,15_8,15,8,3,0.127617359,0.074035645,0.201653004,0.2010355,0.328652859,0.126999855
cy,h_m,8_13,8,13,3,0.126999855,-0.013998508,0.113001347,0.084048271,0.211048126,0.09804678
cy,m_~,13_0,13,0,3,0.09804678,0.114031315,0.212078094,0.220067263,0.318114042,0.106035948
cy,~_f,0_6,0,6,3,0.106035948,0.245043278,0.351079226,0.380043745,0.486079693,0.135000467
cy,f_i,6_9,6,9,3,0.135000467,0.105999231,0.240999699,0.282047033,0.417047501,0.176047802
cy,i_l,9_12,9,12,3,0.176047802,-0.068999767,0.107048035,0.044005632,0.220053434,0.1130054
cy,l_m,12_13,12,13,3,0.1130054,0.116998196,0.230003595,0.229605913,0.342611313,0.112607718
cy,m_e,13_5,13,5,3,0.112607718,0.008998156,0.121605873,0.231053352,0.34366107,0.222055197
cy,e_d,5_4,5,4,3,0.222055197,-0.092014551,0.130040646,0.054001093,0.27605629,0.146015644
cy,h_e,8_5,8,5,4,0.072999954,0.034008026,0.10700798,0.275524378,0.348524332,0.241516352
cy,e_a,5_1,5,1,4,0.241516352,-0.078507185,0.163009167,0.141002417,0.382518768,0.219509602
cy,a_t,1_20,1,20,4,0.219509602,-0.12300086,0.096508741,0.031019449,0.250529051,0.154020309
cy,t_~,20_0,20,0,4,0.154020309,-0.04802227,0.105998039,0.064997196,0.219017506,0.113019466
cy,~_a,0_1,0,1,4,0.113019466,0.047999382,0.161018848,0.234983206,0.348002672,0.186983824
cy,a_t,1_20,1,20,4,0.186983824,-0.065966845,0.121016979,0.069036007,0.256019831,0.135002851
cy,t_o,20_15,20,15,4,0.135002851,0.043021917,0.178024769,0.175033808,0.310036659,0.13201189
cy,o_m,15_13,15,13,4,0.13201189,-0.073003769,0.059008121,0.055996895,0.188008785,0.129000664
cy,m_s,13_19,13,19,4,0.129000664,0.025024176,0.154024839,0.155371189,0.284371853,0.130347013
cy,c_h,3_8,3,8,5,0.179002285,-0.047001839,0.132000446,0.030021429,0.209023714,0.077023268
cy,h_a,8_1,8,1,5,0.077023268,0.060634375,0.137657642,0.402698755,0.479722023,0.342064381
cy,a_n,1_14,1,14,5,0.342064381,-0.22604394,0.116020441,-0.168044329,0.174020052,0.057999611
cy,n_t,14_20,14,20,5,0.057999611,0.072999477,0.130999088,0.209342718,0.267342329,0.136343241
cy,t_~,20_0,20,0,5,0.136343241,-0.05130291,0.085040331,0.101000309,0.23734355,0.152303219
cy,~_a,0_1,0,1,5,0.152303219,0.001000404,0.153303623,0.121702909,0.274006128,0.120702505
cy,a_x,1_24,1,24,5,0.120702505,0.393118858,0.513821363,0.50015831,0.620860815,0.107039452
cy,x_i,24_9,24,9,5,0.107039452,-0.040997267,0.066042185,0.087999582,0.195039034,0.128996849
cy,i_s,9_19,9,19,5,0.128996849,0.02900219,0.157999039,0.145001411,0.27399826,0.115999222
cy,o_l,15_12,15,12,6,0.073000193,0.088001728,0.161001921,0.187046289,0.260046482,0.099044561
cy,l_d,12_4,12,4,6,0.099044561,-0.00400877,0.095035791,0.130011082,0.229055643,0.134019852
cy,d_i,4_9,4,9,6,0.134019852,-0.02399683,0.110023022,0.06700182,0.201021671,0.09099865
cy,i_e,9_5,9,5,6,0.09099865,0.077016115,0.168014765,0.337016582,0.428015232,0.260000467
cy,e_s,5_19,5,19,6,0.260000467,-0.182999134,0.077001333,0.01499939,0.274999857,0.197998524
cy,s_~,19_0,19,0,6,0.197998524,-0.056001902,0.141996622,0.087641478,0.285640001,0.143643379
cy,~_b,0_2,0,2,6,0.143643379,0.245076656,0.388720036,0.332098722,0.475742102,0.087022066
cy,b_a,2_1,2,1,6,0.087022066,0.015002251,0.102024317,0.179130793,0.266152859,0.164128542
cy,a_y,1_25,1,25,6,0.164128542,0.007003546,0.171132088,0.070077658,0.2342062,0.063074112
cy,g_y,7_25,7,25,3,0.087002516,-0.053999901,0.033002615,0.022997618,0.110000134,0.076997519
cy,y_m,25_13,25,13,3,0.076997519,0.185302019,0.262299538,0.288351774,0.365349293,0.103049755
cy,m_~,13_0,13,0,3,0.103049755,0.074037552,0.177087307,0.162104368,0.265154123,0.088066816
cy,~_z,0_26,0,26,3,0.088066816,0.307076693,0.395143509,0.463763237,0.551830053,0.156686544
cy,z_y,26_25,26,25,3,0.156686544,0.014523745,0.171210289,0.076548815,0.233235359,0.06202507
cy,y_g,25_7,25,7,3,0.06202507,0.156080484,0.218105555,0.325076818,0.387101889,0.168996334
cy,g_o,7_15,7,15,3,0.168996334,-0.054998875,0.113997459,0.094038963,0.263035297,0.149037838
cy,o_t,15_20,15,20,3,0.149037838,0.54212594,0.691163778,0.693141699,0.842179537,0.151015759
cy,t_e,20_5,20,5,3,0.151015759,-0.041019917,0.109995842,0.077019691,0.22803545,0.118039608
cy,a_m,1_13,1,13,4,0.171919584,-0.06303978,0.108879805,0.094498158,0.266417742,0.157537937
cy,m_i,13_9,13,9,4,0.157537937,-0.055655241,0.101882696,0.092999935,0.250537872,0.148655176
cy,i_d,9_4,9,4,4,0.148655176,0.627790451,0.776445627,0.818637848,0.967293024,0.190847397
cy,d_~,4_0,4,0,4,0.190847397,-0.085211277,0.10563612,0.046999931,0.237847328,0.132211208
cy,~_e,0_5,0,5,4,0.132211208,1.011783838,1.143995047,1.088784933,1.220996141,0.077001095
cy,e_x,5_24,5,24,4,0.077001095,0.098609209,0.175610304,0.219825268,0.296826363,0.121216059
cy,x_i,24_9,24,9,4,0.121216059,0.05499959,0.176215649,0.190310478,0.311526537,0.135310888
cy,i_l,9_12,9,12,4,0.135310888,-0.059304714,0.076006174,0.066002131,0.201313019,0.125306845
cy,l_e,12_5,12,5,4,0.125306845,0.001001835,0.12630868,0.10199666,0.227303505,0.100994825
cy,k_i,11_9,11,9,5,0.114054203,-0.02401948,0.090034723,0.157042265,0.271096468,0.181061745
cy,i_n,9_14,9,14,5,0.181061745,-0.026020765,0.155040979,0.117041826,0.298103571,0.143062592
cy,n_d,14_4,14,4,5,0.143062592,-0.018003702,0.125058889,0.109016895,0.252079487,0.127020597
cy,d_a,4_1,4,1,5,0.127020597,0.010001421,0.137022018,0.228035927,0.355056524,0.218034506
cy,a_~,1_0,1,0,5,0.218034506,-0.107996702,0.110037804,0.038000107,0.256034613,0.145996809
cy,~_m,0_13,0,13,5,0.145996809,-0.012997866,0.132998943,0.107039452,0.253036261,0.120037317
cy,m_u,13_21,13,21,5,0.120037317,0.04701972,0.167057037,0.132018089,0.252055407,0.084998369
cy,u_t,21_20,21,20,5,0.084998369,0.02601862,0.111016989,0.181620359,0.266618729,0.15560174
cy,t_e,20_5,20,5,5,0.15560174,-0.053999901,0.101601839,0.085999489,0.241601229,0.13999939
cy,r_a,18_1,18,1,6,0.156999111,-0.036996603,0.120002508,0.171629667,0.328628778,0.20862627
cy,a_f,1_6,1,6,6,0.20862627,0.345122814,0.553749084,0.44215703,0.6507833,0.097034216
cy,f_t,6_20,6,20,6,0.097034216,0.139509201,0.236543417,0.220509052,0.317543268,0.080999851
cy,t_e,20_5,20,5,6,0.080999851,0.156063318,0.237063169,0.332988024,0.413987875,0.176924706
cy,e_r,5_18,5,18,6,0.176924706,-0.062378645,0.114546061,0.091001034,0.267925739,0.153379679
cy,r_~,18_0,18,0,6,0.153379679,-0.055000782,0.098378897,0.073002577,0.226382256,0.128003359
cy,~_v,0_22,0,22,6,0.128003359,0.216232777,0.344236135,0.290233374,0.418236732,0.074000597
cy,v_e,22_5,22,5,6,0.074000597,0.116030693,0.19003129,0.193049669,0.267050266,0.077018976
cy,e_x,5_24,5,24,6,0.077018976,0.145008087,0.222027063,0.248030901,0.325049877,0.103022814
cy,e_l,5_12,5,12,3,0.172055006,-0.040998459,0.131056547,0.080999851,0.253054857,0.12199831
cy,l_f,12_6,12,6,3,0.12199831,0.036001444,0.157999754,0.204017639,0.326015949,0.168016195
cy,f_~,6_0,6,0,3,0.168016195,-0.074016094,0.094000101,0.039999962,0.208016157,0.114016056
cy,~_j,0_10,0,10,3,0.114016056,0.826797009,0.940813065,0.888833284,1.00284934,0.062036276
cy,j_u,10_21,10,21,3,0.062036276,0.161021471,0.223057747,0.322075367,0.384111643,0.161053896
cy,u_i,21_9,21,9,3,0.161053896,-0.059033394,0.102020502,0.052018404,0.2130723,0.111051798
cy,i_c,9_3,9,3,3,0.111051798,0.388108492,0.49916029,0.484107256,0.595159054,0.095998764
cy,c_e,3_5,3,5,3,0.095998764,0.06799984,0.163998604,0.213018656,0.30901742,0.145018816
cy,e_y,5_25,5,25,3,0.145018816,-0.043016672,0.102002144,0.042024851,0.187043667,0.085041523
cy,l_i,12_9,12,9,4,0.070004225,0.104018211,0.174022436,0.179018021,0.249022245,0.074999809
cy,i_m,9_13,9,13,4,0.074999809,0.105997562,0.180997372,0.194020748,0.269020557,0.088023186
cy,m_b,13_2,13,2,4,0.088023186,0.138997793,0.227020979,0.2046175,0.292640686,0.065619707
cy,b_~,2_0,2,0,4,0.065619707,0.173037767,0.238657475,0.282090425,0.347710133,0.109052658
cy,~_y,0_25,0,25,4,0.109052658,0.341053963,0.450106621,0.450052738,0.559105396,0.108998775
cy,y_o,25_15,25,15,4,0.108998775,0.03700161,0.146000385,0.205020666,0.314019442,0.168019056
cy,o_u,15_21,15,21,4,0.168019056,-0.09602046,0.071998596,0.041002989,0.209022045,0.137023449
cy,u_n,21_14,21,14,4,0.137023449,-0.059001446,0.078022003,0.073040247,0.210063696,0.132041693
cy,n_g,14_7,14,7,4,0.132041693,0.001999617,0.134041309,0.113021374,0.245063066,0.111021757
cy,e_i,5_9,5,9,5,0.155999184,-0.050001383,0.105997801,0.066998005,0.222997189,0.116999388
cy,i_g,9_7,9,7,5,0.116999388,-0.003999949,0.112999439,0.087000132,0.203999519,0.09100008
